depart,from,arrival,to
CGH,2618,LDB,2581
CGH,2618,MGF,2586
CGH,2618,NVT,2595
CGH,2618,POA,2599
CGH,2618,PPB,2550
CGH,2618,SDU,2612
CGH,2618,SSA,2621
CGH,2618,UDI,2633
CGH,2618,VIX,2638
CGR,2538,BSB,2531
CGR,2538,CGB,2548
CGR,2538,CGH,2618
CGR,2538,GIG,2560
CGR,2538,GRU,2564
CGR,2538,MGF,2586
CNF,2537,BPS,4209
CNF,2537,BSB,2531
CNF,2537,CGH,2618
CNF,2537,CWB,2545
CNF,2537,GIG,2560
CNF,2537,GRU,2564
CNF,2537,GYN,2562
CNF,2537,IOS,2569
CNF,2537,MOC,2587
CNF,2537,REC,2610
CNF,2537,SDU,2612
CNF,2537,SSA,2621
CNF,2537,UDI,2633
CNF,2537,VCP,2578
CNF,2537,VIX,2638
COR,2443,GRU,2564
CPV,2577,SSA,2621
CWB,2545,BSB,2531
CWB,2545,CGH,2618
CWB,2545,CNF,2537
CWB,2545,EZE,3988
CWB,2545,GIG,2560
CWB,2545,GRU,2564
CWB,2545,IGU,2554
CWB,2545,LDB,2581
CWB,2545,MGF,2586
CWB,2545,POA,2599
CWB,2545,VCP,2578
CXJ,2547,CGH,2618
CZS,2549,RBR,2609
DTW,3645,GRU,2564
EZE,3988,CWB,2545
EZE,3988,FLN,2555
EZE,3988,GIG,2560
EZE,3988,GRU,2564
EZE,3988,POA,2599
FEN,2556,REC,2610
FLN,2555,CGH,2618
FLN,2555,EZE,3988
FLN,2555,GIG,2560
FLN,2555,GRU,2564
FLN,2555,POA,2599
FLN,2555,XAP,2539
FOR,2559,BEL,2526
FOR,2559,BSB,2531
FOR,2559,GIG,2560
FOR,2559,GRU,2564
FOR,2559,NAT,2597
FOR,2559,REC,2610
FOR,2559,SLZ,2616
FOR,2559,SSA,2621
FOR,2559,THE,2623
GIG,2560,AJU,2522
GIG,2560,BEL,2526
GIG,2560,BSB,2531
GIG,2560,CGB,2548
GIG,2560,CGH,2618
GIG,2560,CGR,2538
GIG,2560,CNF,2537
GIG,2560,CWB,2545
GIG,2560,EZE,3988
GIG,2560,FLN,2555
GIG,2560,FOR,2559
GIG,2560,GRU,2564
GIG,2560,IGU,2554
GIG,2560,JPA,2575
GIG,2560,MAO,2551
GIG,2560,MCZ,2590
GIG,2560,NAT,2597
GIG,2560,NVT,2595
GIG,2560,POA,2599
GIG,2560,REC,2610
GIG,2560,SDQ,1762
GIG,2560,SLZ,2616
GIG,2560,SSA,2621
GIG,2560,VCP,2578
GIG,2560,VIX,2638
GRU,2564,AEP,2442
GRU,2564,AJU,2522
GRU,2564,ASU,2699
GRU,2564,BEL,2526
GRU,2564,BGI,2875
GRU,2564,BPS,4209
GRU,2564,BSB,2531
GRU,2564,CCS,2851
GRU,2564,CGB,2548
GRU,2564,CGR,2538
GRU,2564,CNF,2537
GRU,2564,COR,2443
GRU,2564,CWB,2545
GRU,2564,DTW,3645
GRU,2564,EZE,3988
GRU,2564,FLN,2555
GRU,2564,FOR,2559
GRU,2564,GIG,2560
GRU,2564,GYN,2562
GRU,2564,IGU,2554
GRU,2564,JFK,3797
GRU,2564,JPA,2575
GRU,2564,LDB,2581
GRU,2564,MAO,2551
GRU,2564,MCZ,2590
GRU,2564,MGF,2586
GRU,2564,MVD,2816
GRU,2564,NAT,2597
GRU,2564,NVT,2595
GRU,2564,POA,2599
GRU,2564,REC,2610
GRU,2564,SDQ,1762
GRU,2564,SDU,2612
GRU,2564,SLZ,2616
GRU,2564,SSA,2621
GRU,2564,THE,2623
GRU,2564,UDI,2633
GRU,2564,VIX,2638
GRU,2564,VVI,2771
GYN,2562,BSB,2531
GYN,2562,CGH,2618
GYN,2562,CNF,2537
GYN,2562,GRU,2564
IGU,2554,CWB,2545
IGU,2554,GIG,2560
IGU,2554,GRU,2564
IMP,2572,BSB,2531
IMP,2572,SLZ,2616
IOS,2569,CNF,2537
IOS,2569,SSA,2621
JDO,6034,REC,2610
JFK,3797,GRU,2564
JOI,2576,CGH,2618
JPA,2575,BSB,2531
JPA,2575,GIG,2560
JPA,2575,GRU,2564
JTC,8238,CGH,2618
LDB,2581,CGH,2618
LDB,2581,CWB,2545
LDB,2581,GRU,2564
MAB,2584,BEL,2526
MAB,2584,BSB,2531
MAO,2551,BEL,2526
MAO,2551,BSB,2531
MAO,2551,BVB,2533
MAO,2551,GIG,2560
MAO,2551,GRU,2564
MAO,2551,PVH,2607
MAO,2551,STM,4092
MCO,3878,SDQ,1762
MCP,2591,BEL,2526
MCZ,2590,BSB,2531
MCZ,2590,GIG,2560
MCZ,2590,GRU,2564
MCZ,2590,SSA,2621
MGF,2586,CGH,2618
MGF,2586,CGR,2538
MGF,2586,CWB,2545
MGF,2586,GRU,2564
MIA,3576,SDQ,1762
MOC,2587,CNF,2537
MVD,2816,GRU,2564
MVD,2816,POA,2599
NAT,2597,BSB,2531
NAT,2597,FOR,2559
NAT,2597,GIG,2560
NAT,2597,GRU,2564
NAT,2597,SSA,2621
NVT,2595,CGH,2618
NVT,2595,GIG,2560
NVT,2595,GRU,2564
PMW,4214,BSB,2531
PNZ,2604,REC,2610
POA,2599,BSB,2531
POA,2599,CGH,2618
POA,2599,CWB,2545
POA,2599,EZE,3988
POA,2599,FLN,2555
POA,2599,GIG,2560
POA,2599,GRU,2564
POA,2599,MVD,2816
PPB,2550,CGH,2618
PUJ,1760,CCS,2851
PVH,2607,BSB,2531
PVH,2607,CGB,2548
PVH,2607,MAO,2551
PVH,2607,RBR,2609
RBR,2609,BSB,2531
RBR,2609,CZS,2549
RBR,2609,PVH,2607
REC,2610,BSB,2531
REC,2610,CNF,2537
REC,2610,FEN,2556
REC,2610,FOR,2559
REC,2610,GIG,2560
REC,2610,GRU,2564
REC,2610,JDO,6034
REC,2610,PNZ,2604
REC,2610,SSA,2621
SDQ,1762,GIG,2560
SDQ,1762,GRU,2564
SDQ,1762,MCO,3878
SDQ,1762,MIA,3576
SDU,2612,BSB,2531
SDU,2612,CGH,2618
SDU,2612,CNF,2537
SDU,2612,GRU,2564
SDU,2612,VIX,2638
SLZ,2616,BEL,2526
SLZ,2616,BSB,2531
SLZ,2616,FOR,2559
SLZ,2616,GIG,2560
SLZ,2616,GRU,2564
SLZ,2616,IMP,2572
SSA,2621,AJU,2522
SSA,2621,BPS,4209
SSA,2621,BSB,2531
SSA,2621,CGH,2618
SSA,2621,CNF,2537
SSA,2621,CPV,2577
SSA,2621,FOR,2559
SSA,2621,GIG,2560
SSA,2621,GRU,2564
SSA,2621,IOS,2569
SSA,2621,MCZ,2590
SSA,2621,NAT,2597
SSA,2621,REC,2610
SSA,2621,VIX,2638
STM,4092,BEL,2526
STM,4092,MAO,2551
THE,2623,BSB,2531
THE,2623,FOR,2559
THE,2623,GRU,2564
UDI,2633,CGH,2618
UDI,2633,CNF,2537
UDI,2633,GRU,2564
VCP,2578,BSB,2531
VCP,2578,CNF,2537
VCP,2578,CWB,2545
VCP,2578,GIG,2560
VIX,2638,BSB,2531
VIX,2638,CGH,2618
VIX,2638,CNF,2537
VIX,2638,GIG,2560
VIX,2638,GRU,2564
VIX,2638,SDU,2612
VIX,2638,SSA,2621
VVI,2771,GRU,2564
XAP,2539,FLN,2555
ABE,4355,PIE,3617
ABE,4355,SFB,4167
ATW,4047,AZA,6505
ATW,4047,LAS,3877
AUS,3673,LAS,3877
AVL,4007,FLL,3533
AVL,4007,PIE,3617
AVL,4007,SFB,4167
AVP,4286,SFB,4167
AZA,6505,ATW,4047
AZA,6505,BIL,4021
AZA,6505,BIS,4083
AZA,6505,BLI,3777
AZA,6505,BZN,4020
AZA,6505,CID,4043
AZA,6505,EUG,4099
AZA,6505,FAR,4292
AZA,6505,FSD,4009
AZA,6505,GFK,3442
AZA,6505,GRI,5740
AZA,6505,GRR,3685
AZA,6505,GTF,3880
AZA,6505,ICT,3457
AZA,6505,IDA,4100
AZA,6505,LAS,3877
AZA,6505,MLI,4072
AZA,6505,MOT,3498
AZA,6505,MSO,4216
AZA,6505,OAK,3453
AZA,6505,OGD,
AZA,6505,PIA,4046
AZA,6505,PSC,6133
AZA,6505,PVU,7579
AZA,6505,RAP,4087
AZA,6505,RFD,4028
AZA,6505,RST,4048
AZA,6505,SBN,4359
AZA,6505,SGF,4348
AZA,6505,STC,4271
BGR,3463,PIE,3617
BGR,3463,SFB,4167
BIL,4021,AZA,6505
BIL,4021,LAS,3877
BIS,4083,AZA,6505
BIS,4083,LAS,3877
BLI,3777,AZA,6505
BLI,3777,HNL,3728
BLI,3777,LAS,3877
BLI,3777,LAX,3484
BLI,3777,OAK,3453
BLI,3777,OGG,3456
BLI,3777,PSP,3839
BLI,3777,RNO,3807
BLV,3790,SFB,4167
BMI,4037,SFB,4167
BOI,3495,LAS,3877
BZN,4020,AZA,6505
BZN,4020,LAS,3877
CHA,3578,PIE,3617
CHA,3578,SFB,4167
CID,4043,AZA,6505
CID,4043,LAS,3877
CID,4043,PIE,3617
CID,4043,SFB,4167
COS,3819,LAS,3877
CPR,3872,LAS,3877
DLH,3598,LAS,3877
DSM,3729,LAS,3877
DSM,3729,PIE,3617
DSM,3729,SFB,4167
ELM,3946,SFB,4167
EUG,4099,AZA,6505
EUG,4099,LAS,3877
EUG,4099,LAX,3484
EUG,4099,OAK,3453
FAR,4292,AZA,6505
FAR,4292,LAS,3877
FAR,4292,SFB,4167
FAT,3687,LAS,3877
FCA,4127,LAS,3877
FLL,3533,AVL,4007
FLL,3533,GSP,4034
FLL,3533,LEX,4017
FLL,3533,PBG,3771
FLL,3533,TYS,3676
FSD,4009,AZA,6505
FSD,4009,LAS,3877
FWA,4041,PGD,7056
FWA,4041,PIE,3617
FWA,4041,SFB,4167
GFK,3442,AZA,6505
GFK,3442,LAS,3877
GFK,3442,SFB,4167
GJT,4063,LAS,3877
GRI,5740,AZA,6505
GRI,5740,LAS,3877
GRR,3685,AZA,6505
GRR,3685,LAS,3877
GRR,3685,PIE,3617
GRR,3685,SFB,4167
GSO,4008,PIE,3617
GSO,4008,SFB,4167
GSP,4034,FLL,3533
GSP,4034,PGD,7056
GSP,4034,PIE,3617
GSP,4034,SFB,4167
GTF,3880,AZA,6505
GTF,3880,LAS,3877
HNL,3728,BLI,3777
HNL,3728,LAS,3877
HNL,3728,LAX,3484
HTS,5742,PIE,3617
HTS,5742,SFB,4167
IAG,3630,PIE,3617
IAG,3630,SFB,4167
ICT,3457,AZA,6505
ICT,3457,LAS,3877
IDA,4100,AZA,6505
IDA,4100,LAS,3877
LAN,3544,SFB,4167
LAS,3877,ATW,4047
LAS,3877,AUS,3673
LAS,3877,AZA,6505
LAS,3877,BIL,4021
LAS,3877,BIS,4083
LAS,3877,BLI,3777
LAS,3877,BOI,3495
LAS,3877,BZN,4020
LAS,3877,CID,4043
LAS,3877,COS,3819
LAS,3877,CPR,3872
LAS,3877,DLH,3598
LAS,3877,DSM,3729
LAS,3877,EUG,4099
LAS,3877,FAR,4292
LAS,3877,FAT,3687
LAS,3877,FCA,4127
LAS,3877,FSD,4009
LAS,3877,GFK,3442
LAS,3877,GJT,4063
LAS,3877,GRI,5740
LAS,3877,GRR,3685
LAS,3877,GTF,3880
LAS,3877,HNL,3728
LAS,3877,ICT,3457
LAS,3877,IDA,4100
LAS,3877,LRD,3691
LAS,3877,MFE,3826
LAS,3877,MFR,4101
LAS,3877,MLI,4072
LAS,3877,MOT,3498
LAS,3877,MRY,3948
LAS,3877,MSO,4216
LAS,3877,PBG,3771
LAS,3877,PIA,4046
LAS,3877,PSC,6133
LAS,3877,RAP,4087
LAS,3877,RFD,4028
LAS,3877,RNO,3807
LAS,3877,SBN,4359
LAS,3877,SCK,3805
LAS,3877,SGF,4348
LAS,3877,SHV,3609
LAS,3877,SMX,5772
LAS,3877,XNA,4356
LAX,3484,BLI,3777
LAX,3484,EUG,4099
LAX,3484,HNL,3728
LAX,3484,MFR,4101
LAX,3484,PVU,7579
LCK,3674,SFB,4167
LEX,4017,FLL,3533
LEX,4017,PGD,7056
LEX,4017,PIE,3617
LEX,4017,SFB,4167
LIT,3660,SFB,4167
LRD,3691,LAS,3877
MDT,3542,PIE,3617
MDT,3542,SFB,4167
MFE,3826,LAS,3877
MFR,4101,LAS,3877
MFR,4101,LAX,3484
MLI,4072,AZA,6505
MLI,4072,LAS,3877
MLI,4072,PIE,3617
MLI,4072,SFB,4167
MOT,3498,AZA,6505
MOT,3498,LAS,3877
MRY,3948,LAS,3877
MSO,4216,AZA,6505
MSO,4216,LAS,3877
OAK,3453,AZA,6505
OAK,3453,BLI,3777
OAK,3453,EUG,4099
OAK,3453,PVU,7579
OGD,,AZA,6505
OGG,3456,BLI,3777
OWB,5758,SFB,4167
PBG,3771,FLL,3533
PBG,3771,LAS,3877
PBG,3771,PGD,7056
PBG,3771,PIE,3617
PBG,3771,SFB,4167
PGD,7056,FWA,4041
PGD,7056,GSP,4034
PGD,7056,LEX,4017
PGD,7056,PBG,3771
PGD,7056,PIA,4046
PGD,7056,RFD,4028
PGD,7056,SBN,4359
PGD,7056,SPI,4336
PGD,7056,TOL,4040
PGD,7056,TYS,3676
PHF,3633,SFB,4167
PIA,4046,AZA,6505
PIA,4046,LAS,3877
PIA,4046,PGD,7056
PIA,4046,PIE,3617
PIE,3617,ABE,4355
PIE,3617,AVL,4007
PIE,3617,BGR,3463
PIE,3617,CHA,3578
PIE,3617,CID,4043
PIE,3617,DSM,3729
PIE,3617,FWA,4041
PIE,3617,GRR,3685
PIE,3617,GSO,4008
PIE,3617,GSP,4034
PIE,3617,HTS,5742
PIE,3617,IAG,3630
PIE,3617,LEX,4017
PIE,3617,MDT,3542
PIE,3617,MLI,4072
PIE,3617,PBG,3771
PIE,3617,PIA,4046
PIE,3617,RFD,4028
PIE,3617,ROA,4016
PIE,3617,SBN,4359
PIE,3617,SGF,4348
PIE,3617,TOL,4040
PIE,3617,TRI,4116
PIE,3617,TYS,3676
PIE,3617,YNG,3881
PSC,6133,AZA,6505
PSC,6133,LAS,3877
PSP,3839,BLI,3777
PVU,7579,AZA,6505
PVU,7579,LAX,3484
PVU,7579,OAK,3453
RAP,4087,AZA,6505
RAP,4087,LAS,3877
RFD,4028,AZA,6505
RFD,4028,LAS,3877
RFD,4028,PGD,7056
RFD,4028,PIE,3617
RFD,4028,SFB,4167
RNO,3807,BLI,3777
RNO,3807,LAS,3877
ROA,4016,PIE,3617
ROA,4016,SFB,4167
RST,4048,AZA,6505
SBN,4359,AZA,6505
SBN,4359,LAS,3877
SBN,4359,PGD,7056
SBN,4359,PIE,3617
SBN,4359,SFB,4167
SCK,3805,LAS,3877
SFB,4167,ABE,4355
SFB,4167,AVL,4007
SFB,4167,AVP,4286
SFB,4167,BGR,3463
SFB,4167,BLV,3790
SFB,4167,BMI,4037
SFB,4167,CHA,3578
SFB,4167,CID,4043
SFB,4167,DSM,3729
SFB,4167,ELM,3946
SFB,4167,FAR,4292
SFB,4167,FWA,4041
SFB,4167,GFK,3442
SFB,4167,GRR,3685
SFB,4167,GSO,4008
SFB,4167,GSP,4034
SFB,4167,HTS,5742
SFB,4167,IAG,3630
SFB,4167,LAN,3544
SFB,4167,LCK,3674
SFB,4167,LEX,4017
SFB,4167,LIT,3660
SFB,4167,MDT,3542
SFB,4167,MLI,4072
SFB,4167,OWB,5758
SFB,4167,PBG,3771
SFB,4167,PHF,3633
SFB,4167,RFD,4028
SFB,4167,ROA,4016
SFB,4167,SBN,4359
SFB,4167,SGF,4348
SFB,4167,SHV,3609
SFB,4167,TRI,4116
SFB,4167,TYS,3676
SFB,4167,XNA,4356
SFB,4167,YNG,3881
SGF,4348,AZA,6505
SGF,4348,LAS,3877
SGF,4348,PIE,3617
SGF,4348,SFB,4167
SHV,3609,LAS,3877
SHV,3609,SFB,4167
SMX,5772,LAS,3877
STC,4271,AZA,6505
TOL,4040,PGD,7056
TOL,4040,PIE,3617
TRI,4116,PIE,3617
TRI,4116,SFB,4167
TYS,3676,FLL,3533
TYS,3676,PGD,7056
TYS,3676,PIE,3617
TYS,3676,SFB,4167
XNA,4356,LAS,3877
XNA,4356,SFB,4167
YNG,3881,PIE,3617
YNG,3881,SFB,4167
ACX,7506,CKG,3393
ACX,7506,KMG,3382
ACX,7506,KWE,3394
ACX,7506,NNG,3373
AEB,8082,CKG,3393
AEB,8082,KWL,3372
AVA,,CKG,3393
BAV,6346,CIF,6342
BFJ,9025,CKG,3393
BFJ,9025,KWE,3394
BHY,6351,KWL,3372
CIF,6342,BAV,6346
CIF,6342,DLC,3404
CKG,3393,ACX,7506
CKG,3393,AEB,8082
CKG,3393,AVA,
CKG,3393,BFJ,9025
CKG,3393,DOY,4145
CKG,3393,DSN,6434
CKG,3393,HDG,8407
CKG,3393,INC,4085
CKG,3393,JIQ,8781
CKG,3393,KWE,3394
CKG,3393,LHW,6431
CKG,3393,NNG,3373
CKG,3393,WEF,6388
CKG,3393,XFN,6360
CKG,3393,XIC,3396
DLC,3404,CIF,6342
DLC,3404,DOY,4145
DLC,3404,HDG,8407
DLC,3404,LYG,6383
DLC,3404,NBS,8826
DLC,3404,SHP,6429
DLC,3404,WEF,6388
DOY,4145,CKG,3393
DOY,4145,DLC,3404
DSN,6434,CKG,3393
DSN,6434,INC,4085
FOC,3385,LYG,6383
HDG,8407,CKG,3393
HDG,8407,DLC,3404
HGH,3386,XFN,6360
HRB,3400,NBS,8826
HZH,7508,KWE,3394
INC,4085,CKG,3393
INC,4085,DSN,6434
INC,4085,JGN,6432
INC,4085,KWE,3394
JGN,6432,INC,4085
JIQ,8781,CKG,3393
KMG,3382,ACX,7506
KMG,3382,KWE,3394
KWE,3394,ACX,7506
KWE,3394,BFJ,9025
KWE,3394,CKG,3393
KWE,3394,HZH,7508
KWE,3394,INC,4085
KWE,3394,KMG,3382
KWE,3394,KWL,3372
KWE,3394,LZO,6399
KWE,3394,MIG,6400
KWE,3394,WUZ,6744
KWE,3394,YBP,4110
KWL,3372,AEB,8082
KWL,3372,BHY,6351
KWL,3372,KWE,3394
LHW,6431,CKG,3393
LHW,6431,MIG,6400
LHW,6431,YZY,7987
LYG,6383,DLC,3404
LYG,6383,FOC,3385
LZO,6399,KWE,3394
MIG,6400,KWE,3394
MIG,6400,LHW,6431
NBS,8826,DLC,3404
NBS,8826,HRB,3400
NNG,3373,ACX,7506
NNG,3373,CKG,3393
NNG,3373,WUZ,6744
SHP,6429,DLC,3404
SHP,6429,SJW,6347
SJW,6347,SHP,6429
WEF,6388,CKG,3393
WEF,6388,DLC,3404
WUZ,6744,KWE,3394
WUZ,6744,NNG,3373
WUZ,6744,ZUH,6355
XFN,6360,CKG,3393
XFN,6360,HGH,3386
XIC,3396,CKG,3393
YBP,4110,KWE,3394
YBP,4110,YIH,6361
YIH,6361,YBP,4110
YZY,7987,LHW,6431
ZUH,6355,WUZ,6744
AMD,2994,BOM,2997
AMD,2994,CCU,3043
AMD,2994,DEL,3093
BLR,3131,BOM,2997
BLR,3131,DEL,3093
BLR,3131,GOI,3007
BLR,3131,PNQ,3017
BOM,2997,AMD,2994
BOM,2997,BLR,3131
BOM,2997,COK,3136
BOM,2997,DEL,3093
BOM,2997,GOI,3007
BOM,2997,IXC,3089
BOM,2997,JAI,3098
BOM,2997,LKO,3105
BOM,2997,MAA,3144
BOM,2997,NAG,3015
BOM,2997,PAT,3061
BOM,2997,SXR,3112
CCU,3043,AMD,2994
CCU,3043,GAU,6173
CCU,3043,IXB,3040
CCU,3043,IXZ,3146
COK,3136,BOM,2997
DEL,3093,AMD,2994
DEL,3093,BLR,3131
DEL,3093,BOM,2997
DEL,3093,CCU,3043
DEL,3093,GAU,6173
DEL,3093,IXJ,3100
DEL,3093,IXL,3104
DEL,3093,IXR,3063
DEL,3093,LKO,3105
DEL,3093,NAG,3015
DEL,3093,PAT,3061
DEL,3093,PNQ,3017
DEL,3093,SXR,3112
GAU,6173,CCU,3043
GAU,6173,IXB,3040
GOI,3007,BLR,3131
GOI,3007,BOM,2997
IXB,3040,CCU,3043
IXB,3040,DEL,3093
IXC,3089,BOM,2997
IXJ,3100,BOM,2997
IXJ,3100,DEL,3093
IXJ,3100,SXR,3112
IXL,3104,DEL,3093
IXR,3063,BOM,2997
IXR,3063,DEL,3093
IXZ,3146,CCU,3043
IXZ,3146,MAA,3144
JAI,3098,BOM,2997
LKO,3105,BOM,2997
LKO,3105,DEL,3093
MAA,3144,BOM,2997
MAA,3144,IXZ,3146
MAA,3144,PNQ,3017
NAG,3015,BOM,2997
NAG,3015,DEL,3093
PAT,3061,DEL,3093
PAT,3061,IXR,3063
PNQ,3017,BLR,3131
PNQ,3017,DEL,3093
PNQ,3017,MAA,3144
SXR,3112,DEL,3093
SXR,3112,IXJ,3100
ALA,2908,SHJ,2191
AMD,2994,SHJ,2191
AMM,2170,SHJ,2191
ATZ,5691,SHJ,2191
BAH,2057,SHJ,2191
BEY,2177,SHJ,2191
BGW,4130,SHJ,2191
BLR,3131,SHJ,2191
BOM,2997,SHJ,2191
BSR,2234,SHJ,2191
CCJ,3137,SHJ,2191
CGP,3069,SHJ,2191
CJB,3135,SHJ,2191
CMB,3024,SHJ,2191
COK,3136,SHJ,2191
DAC,3076,SHJ,2191
DEL,3093,SHJ,2191
DME,4029,SHJ,2191
DMM,2064,SHJ,2191
DOH,2241,SHJ,2191
DOK,2940,SHJ,2191
EBL,3989,SHJ,2191
ELQ,2067,SHJ,2191
EVN,3964,SHJ,2191
GOI,3007,SHJ,2191
HRK,6105,SHJ,2191
IKA,4330,SHJ,2191
JAI,3098,SHJ,2191
JED,2072,SHJ,2191
KBL,2050,SHJ,2191
KBP,2939,SHJ,2191
KHI,2206,SHJ,2191
KRT,1175,SHJ,2191
KTM,3125,SHJ,2191
KWI,2176,SHJ,2191
KZN,2990,SHJ,2191
MAA,3144,SHJ,2191
MCT,2194,SHJ,2191
MED,2074,SHJ,2191
NAG,3015,SHJ,2191
NBO,4059,SHJ,2191
NJF,7490,SHJ,2191
ODS,2947,SHJ,2191
PEW,2219,SHJ,2191
RUH,2082,SHJ,2191
SAW,4317,SHJ,2191
SHJ,2191,ALA,2908
SHJ,2191,AMD,2994
SHJ,2191,AMM,2170
SHJ,2191,ATZ,5691
SHJ,2191,BAH,2057
SHJ,2191,BEY,2177
SHJ,2191,BGW,4130
SHJ,2191,BLR,3131
SHJ,2191,BOM,2997
SHJ,2191,BSR,2234
SHJ,2191,CCJ,3137
SHJ,2191,CGP,3069
SHJ,2191,CJB,3135
SHJ,2191,CMB,3024
SHJ,2191,COK,3136
SHJ,2191,DAC,3076
SHJ,2191,DEL,3093
SHJ,2191,DME,4029
SHJ,2191,DMM,2064
SHJ,2191,DOH,2241
SHJ,2191,DOK,2940
SHJ,2191,EBL,3989
SHJ,2191,ELQ,2067
SHJ,2191,EVN,3964
SHJ,2191,GOI,3007
SHJ,2191,HRK,6105
SHJ,2191,IKA,4330
SHJ,2191,JAI,3098
SHJ,2191,JED,2072
SHJ,2191,KBL,2050
SHJ,2191,KBP,2939
SHJ,2191,KHI,2206
SHJ,2191,KRT,1175
SHJ,2191,KTM,3125
SHJ,2191,KWI,2176
SHJ,2191,KZN,2990
SHJ,2191,MAA,3144
SHJ,2191,MCT,2194
SHJ,2191,MED,2074
SHJ,2191,NAG,3015
SHJ,2191,NBO,4059
SHJ,2191,NJF,7490
SHJ,2191,ODS,2947
SHJ,2191,PEW,2219
SHJ,2191,ROV,2964
SHJ,2191,RUH,2082
SHJ,2191,SAW,4317
SHJ,2191,SKT,6776
SHJ,2191,SLL,2195
SHJ,2191,SVX,2975
SHJ,2191,SYZ,2157
SHJ,2191,TIF,2090
SHJ,2191,TRV,3153
SHJ,2191,YNB,2096
SKT,6776,SHJ,2191
SLL,2195,SHJ,2191
SVX,2975,SHJ,2191
SYZ,2157,SHJ,2191
TIF,2090,SHJ,2191
TRV,3153,SHJ,2191
UFA,2992,SHJ,2191
YNB,2096,SHJ,2191
AMQ,3256,CGK,3275
AMQ,3256,UPG,3240
AMS,580,AUH,2179
AUH,2179,AMS,580
AUH,2179,CGK,3275
BDJ,3908,BPN,3919
BDJ,3908,CGK,3275
BDJ,3908,SUB,3928
BDO,3896,DPS,3940
BDO,3896,SIN,3316
BDO,3896,SUB,3928
BEJ,6209,BPN,3919
BIK,3241,DJJ,3244
BIK,3241,UPG,3240
BKK,3885,CGK,3275
BKS,3288,CGK,3275
BNE,3320,DPS,3940
BPN,3919,BDJ,3908
BPN,3919,BEJ,6209
BPN,3919,CGK,3275
BPN,3919,JOG,3898
BPN,3919,MDC,3250
BPN,3919,SIN,3316
BPN,3919,SUB,3928
BPN,3919,TRK,3920
BPN,3919,UPG,3240
BTH,3903,CGK,3275
BTH,3903,PKU,3273
BTJ,3294,CGK,3275
CAN,3370,CGK,3275
CGK,3275,AMQ,3256
CGK,3275,AUH,2179
CGK,3275,BDJ,3908
CGK,3275,BKK,3885
CGK,3275,BKS,3288
CGK,3275,BPN,3919
CGK,3275,BTH,3903
CGK,3275,BTJ,3294
CGK,3275,CAN,3370
CGK,3275,DJB,3287
CGK,3275,DPS,3940
CGK,3275,HKG,3077
CGK,3275,ICN,3930
CGK,3275,JED,2072
CGK,3275,JOG,3898
CGK,3275,KIX,3992
CGK,3275,KUL,3304
CGK,3275,LOP,8401
CGK,3275,MDC,3250
CGK,3275,MEL,3339
CGK,3275,MLG,3894
CGK,3275,NRT,2279
CGK,3275,PDG,3278
CGK,3275,PEK,3364
CGK,3275,PER,3351
CGK,3275,PGK,3905
CGK,3275,PKU,3273
CGK,3275,PKY,3911
CGK,3275,PLM,3289
CGK,3275,PNK,3284
CGK,3275,PVG,3406
CGK,3275,SIN,3316
CGK,3275,SOC,3929
CGK,3275,SRG,3901
CGK,3275,SUB,3928
CGK,3275,SYD,3361
CGK,3275,TJQ,3904
CGK,3275,TKG,6223
CGK,3275,TNJ,3906
CGK,3275,TPE,2276
CGK,3275,TTE,3253
CGK,3275,UPG,3240
DJB,3287,CGK,3275
DJJ,3244,BIK,3241
DJJ,3244,MKW,3260
DJJ,3244,TIM,3243
DJJ,3244,UPG,3240
DPS,3940,BDO,3896
DPS,3940,BNE,3320
DPS,3940,CGK,3275
DPS,3940,HKG,3077
DPS,3940,HND,2359
DPS,3940,ICN,3930
DPS,3940,JOG,3898
DPS,3940,KIX,3992
DPS,3940,KOE,3916
DPS,3940,LOP,8401
DPS,3940,MEL,3339
DPS,3940,NRT,2279
DPS,3940,PER,3351
DPS,3940,SIN,3316
DPS,3940,SRG,3901
DPS,3940,SUB,3928
DPS,3940,SYD,3361
DPS,3940,TIM,3243
DPS,3940,TPE,2276
DPS,3940,UPG,3240
GTO,3247,UPG,3240
HKG,3077,CGK,3275
HKG,3077,DPS,3940
HND,2359,DPS,3940
ICN,3930,CGK,3275
ICN,3930,DPS,3940
JED,2072,CGK,3275
JOG,3898,BPN,3919
JOG,3898,CGK,3275
JOG,3898,DPS,3940
KDI,3890,UPG,3240
KIX,3992,CGK,3275
KIX,3992,DPS,3940
KOE,3916,DPS,3940
KOE,3916,SUB,3928
KUL,3304,CGK,3275
LOP,8401,CGK,3275
LOP,8401,DPS,3940
LOP,8401,SIN,3316
LOP,8401,SUB,3928
LOP,8401,UPG,3240
MDC,3250,BPN,3919
MDC,3250,CGK,3275
MDC,3250,TTE,3253
MDC,3250,UPG,3240
MEL,3339,CGK,3275
MEL,3339,DPS,3940
MKW,3260,DJJ,3244
MKW,3260,SOQ,3261
MLG,3894,CGK,3275
NRT,2279,CGK,3275
NRT,2279,DPS,3940
PDG,3278,CGK,3275
PDG,3278,PKU,3273
PEK,3364,CGK,3275
PER,3351,CGK,3275
PER,3351,DPS,3940
PGK,3905,CGK,3275
PKU,3273,BTH,3903
